_id;album;musica;compositor;genero
961;King For A Day Fool For A Lifetime;The Last To Know;Mike Bordin, Billy Gould, Mike Patton;Rock
962;King For A Day Fool For A Lifetime;Just A Man;Mike Bordin, Billy Gould, Mike Patton;Rock
963;King For A Day Fool For A Lifetime;Absolute Zero;Mike Bordin, Billy Gould, Mike Patton;Rock
989;In Your Honor [Disc 1];In Your Honor;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
990;In Your Honor [Disc 1];No Way Back;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
991;In Your Honor [Disc 1];Best Of You;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
992;In Your Honor [Disc 1];DOA;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
993;In Your Honor [Disc 1];Hell;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
994;In Your Honor [Disc 1];The Last Song;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
995;In Your Honor [Disc 1];Free Me;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
996;In Your Honor [Disc 1];Resolve;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
997;In Your Honor [Disc 1];The Deepest Blues Are Black;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
998;In Your Honor [Disc 1];End Over End;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett;Rock
999;In Your Honor [Disc 2];Still;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1000;In Your Honor [Disc 2];What If I Do?;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1001;In Your Honor [Disc 2];Miracle;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1002;In Your Honor [Disc 2];Another Round;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1003;In Your Honor [Disc 2];Friend Of A Friend;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1004;In Your Honor [Disc 2];Over And Out;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1005;In Your Honor [Disc 2];On The Mend;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1006;In Your Honor [Disc 2];Virginia Moon;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1007;In Your Honor [Disc 2];Cold Day In The Sun;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1008;In Your Honor [Disc 2];Razor;Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS;Rock
1020;The Colour And The Shape;Doll;Dave, Taylor, Nate, Chris;Rock
1021;The Colour And The Shape;Monkey Wrench;Dave, Taylor, Nate, Chris;Rock
1022;The Colour And The Shape;Hey, Johnny Park!;Dave, Taylor, Nate, Chris;Rock
1023;The Colour And The Shape;My Poor Brain;Dave, Taylor, Nate, Chris;Rock
1024;The Colour And The Shape;Wind Up;Dave, Taylor, Nate, Chris;Rock
1025;The Colour And The Shape;Up In Arms;Dave, Taylor, Nate, Chris;Rock
1026;The Colour And The Shape;My Hero;Dave, Taylor, Nate, Chris;Rock
1027;The Colour And The Shape;See You;Dave, Taylor, Nate, Chris;Rock
1028;The Colour And The Shape;Enough Space;Dave Grohl;Rock
1029;The Colour And The Shape;February Stars;Dave, Taylor, Nate, Chris;Rock
1030;The Colour And The Shape;Everlong;Dave Grohl;Rock
1031;The Colour And The Shape;Walking After You;Dave Grohl;Rock
1032;The Colour And The Shape;New Way Home;Dave, Taylor, Nate, Chris;Rock
1146;Appetite for Destruction;Welcome to the Jungle;;Rock
1147;Appetite for Destruction;It's So Easy;;Rock
1148;Appetite for Destruction;Nightrain;;Rock
1149;Appetite for Destruction;Out Ta Get Me;;Rock
1150;Appetite for Destruction;Mr. Brownstone;;Rock
1151;Appetite for Destruction;Paradise City;;Rock
1152;Appetite for Destruction;My Michelle;;Rock
1153;Appetite for Destruction;Think About You;;Rock
1154;Appetite for Destruction;Sweet Child O' Mine;;Rock
1155;Appetite for Destruction;You're Crazy;;Rock
1156;Appetite for Destruction;Anything Goes;;Rock
1157;Appetite for Destruction;Rocket Queen;;Rock
1158;Use Your Illusion I;Right Next Door to Hell;;Rock
1159;Use Your Illusion I;Dust N' Bones;;Rock
1160;Use Your Illusion I;Live and Let Die;;Rock
1161;Use Your Illusion I;Don't Cry (Original);;Rock
1162;Use Your Illusion I;Perfect Crime;;Rock
1163;Use Your Illusion I;You Ain't the First;;Rock
1164;Use Your Illusion I;Bad Obsession;;Rock
1165;Use Your Illusion I;Back off Bitch;;Rock
1166;Use Your Illusion I;Double Talkin' Jive;;Rock
1167;Use Your Illusion I;November Rain;;Rock
1168;Use Your Illusion I;The Garden;;Rock
1169;Use Your Illusion I;Garden of Eden;;Rock
1170;Use Your Illusion I;Don't Damn Me;;Rock
1171;Use Your Illusion I;Bad Apples;;Rock
1172;Use Your Illusion I;Dead Horse;;Rock
1173;Use Your Illusion I;Coma;;Rock
1201;A Matter of Life and Death;Different World;;Rock
1202;A Matter of Life and Death;These Colours Don't Run;;Rock
1203;A Matter of Life and Death;Brighter Than a Thousand Suns;;Rock
1204;A Matter of Life and Death;The Pilgrim;;Rock
1205;A Matter of Life and Death;The Longest Day;;Rock
1206;A Matter of Life and Death;Out of the Shadows;;Rock
1207;A Matter of Life and Death;The Reincarnation of Benjamin Breeg;;Rock
1208;A Matter of Life and Death;For the Greater Good of God;;Rock
1209;A Matter of Life and Death;Lord of Light;;Rock
1210;A Matter of Life and Death;The Legacy;;Rock
1211;A Matter of Life and Death;Hallowed Be Thy Name (Live) [Non Album Bonus Track];;Rock
1235;Brave New World;The Wicker Man;Adrian Smith/Bruce Dickinson/Steve Harris;Rock
1236;Brave New World;Ghost Of The Navigator;Bruce Dickinson/Janick Gers/Steve Harris;Rock
1237;Brave New World;Brave New World;Bruce Dickinson/David Murray/Steve Harris;Rock
1238;Brave New World;Blood Brothers;Steve Harris;Rock
1239;Brave New World;The Mercenary;Janick Gers/Steve Harris;Rock
1240;Brave New World;Dream Of Mirrors;Janick Gers/Steve Harris;Rock
1241;Brave New World;The Fallen Angel;Adrian Smith/Steve Harris;Rock
1242;Brave New World;The Nomad;David Murray/Steve Harris;Rock
1243;Brave New World;Out Of The Silent Planet;Bruce Dickinson/Janick Gers/Steve Harris;Rock
1244;Brave New World;The Thin Line Between Love & Hate;David Murray/Steve Harris;Rock
1256;Fear Of The Dark;Be Quick Or Be Dead;Bruce Dickinson/Janick Gers;Rock
1257;Fear Of The Dark;From Here To Eternity;Steve Harris;Rock
1258;Fear Of The Dark;Afraid To Shoot Strangers;Steve Harris;Rock
1259;Fear Of The Dark;Fear Is The Key;Bruce Dickinson/Janick Gers;Rock
1260;Fear Of The Dark;Childhood's End;Steve Harris;Rock
1261;Fear Of The Dark;Wasting Love;Bruce Dickinson/Janick Gers;Rock
1262;Fear Of The Dark;The Fugitive;Steve Harris;Rock
1263;Fear Of The Dark;Chains Of Misery;Bruce Dickinson/David Murray;Rock
1264;Fear Of The Dark;The Apparition;Janick Gers/Steve Harris;Rock
1265;Fear Of The Dark;Judas Be My Guide;Bruce Dickinson/David Murray;Rock
1266;Fear Of The Dark;Weekend Warrior;Janick Gers/Steve Harris;Rock
1267;Fear Of The Dark;Fear Of The Dark;Steve Harris;Rock
1305;Live At Donington 1992 (Disc 1);Be Quick Or Be Dead;;Rock
1306;Live At Donington 1992 (Disc 1);The Number Of The Beast;;Rock
1307;Live At Donington 1992 (Disc 1);Wrathchild;;Rock
1308;Live At Donington 1992 (Disc 1);From Here To Eternity;;Rock
1309;Live At Donington 1992 (Disc 1);Can I Play With Madness;;Rock
1310;Live At Donington 1992 (Disc 1);Wasting Love;;Rock
1311;Live At Donington 1992 (Disc 1);Tailgunner;;Rock
1312;Live At Donington 1992 (Disc 1);The Evil That Men Do;;Rock
1313;Live At Donington 1992 (Disc 1);Afraid To Shoot Strangers;;Rock
1314;Live At Donington 1992 (Disc 1);Fear Of The Dark;;Rock
1315;Live At Donington 1992 (Disc 2);Bring Your Daughter... To The Slaughter...;;Rock
1316;Live At Donington 1992 (Disc 2);The Clairvoyant;;Rock
1317;Live At Donington 1992 (Disc 2);Heaven Can Wait;;Rock
1318;Live At Donington 1992 (Disc 2);Run To The Hills;;Rock
1319;Live At Donington 1992 (Disc 2);2 Minutes To Midnight;Adrian Smith/Bruce Dickinson;Rock
1320;Live At Donington 1992 (Disc 2);Iron Maiden;;Rock
1321;Live At Donington 1992 (Disc 2);Hallowed Be Thy Name;;Rock
1322;Live At Donington 1992 (Disc 2);The Trooper;;Rock
1323;Live At Donington 1992 (Disc 2);Sanctuary;;Rock
1324;Live At Donington 1992 (Disc 2);Running Free;;Rock
1362;Rock In Rio [CD2];Dream Of Mirrors;Janick Gers/Steve Harris;Rock
1363;Rock In Rio [CD2];The Clansman;Steve Harris;Rock
1365;Rock In Rio [CD2];Fear Of The Dark;Steve Harris;Rock
1366;Rock In Rio [CD2];Iron Maiden;Steve Harris;Rock
1367;Rock In Rio [CD2];The Number Of The Beast;Steve Harris;Rock
1368;Rock In Rio [CD2];Hallowed Be Thy Name;Steve Harris;Rock
1369;Rock In Rio [CD2];Sanctuary;David Murray/Paul Di'Anno/Steve Harris;Rock
1370;Rock In Rio [CD2];Run To The Hills;Steve Harris;Rock
1393;The Number of The Beast;The Number Of The Beast;Steve Harris;Rock
1395;The X Factor;Sign Of The Cross;Steve Harris;Rock
1396;The X Factor;Lord Of The Flies;Janick Gers/Steve Harris;Rock
1397;The X Factor;Man On The Edge;Blaze Bayley/Janick Gers;Rock
1398;The X Factor;Fortunes Of War;Steve Harris;Rock
1399;The X Factor;Look For The Truth;Blaze Bayley/Janick Gers/Steve Harris;Rock
1400;The X Factor;The Aftermath;Blaze Bayley/Janick Gers/Steve Harris;Rock
1401;The X Factor;Judgement Of Heaven;Steve Harris;Rock
1402;The X Factor;Blood On The World's Hands;Steve Harris;Rock
1403;The X Factor;The Edge Of Darkness;Blaze Bayley/Janick Gers/Steve Harris;Rock
1404;The X Factor;2 A.M.;Blaze Bayley/Janick Gers/Steve Harris;Rock
1405;The X Factor;The Unbeliever;Janick Gers/Steve Harris;Rock
1406;Virtual XI;Futureal;Blaze Bayley/Steve Harris;Rock
1407;Virtual XI;The Angel And The Gambler;Steve Harris;Rock
1408;Virtual XI;Lightning Strikes Twice;David Murray/Steve Harris;Rock
1409;Virtual XI;The Clansman;Steve Harris;Rock
1410;Virtual XI;When Two Worlds Collide;Blaze Bayley/David Murray/Steve Harris;Rock
1411;Virtual XI;The Educated Fool;Steve Harris;Rock
1412;Virtual XI;Don't Look To The Eyes Of A Stranger;Steve Harris;Rock
1413;Virtual XI;Como Estais Amigos;Blaze Bayley/Janick Gers;Rock
1434;Emergency On Planet Earth;When You Gonna Learn (Digeridoo);Jay Kay/Kay, Jay;Rock
1435;Emergency On Planet Earth;Too Young To Die;Smith, Toby;Rock
1436;Emergency On Planet Earth;Hooked Up;Smith, Toby;Rock
1437;Emergency On Planet Earth;If I Like It, I Do It;Gelder, Nick van;Rock
1438;Emergency On Planet Earth;Music Of The Wind;Smith, Toby;Rock
1439;Emergency On Planet Earth;Emergency On Planet Earth;Smith, Toby;Rock
1440;Emergency On Planet Earth;Whatever It Is, I Just Can't Stop;Jay Kay/Kay, Jay;Rock
1441;Emergency On Planet Earth;Blow Your Mind;Smith, Toby;Rock
1442;Emergency On Planet Earth;Revolution 1993;Smith, Toby;Rock
1443;Emergency On Planet Earth;Didgin' Out;Buchanan, Wallis;Rock
1479;Are You Experienced?;Foxy Lady;Jimi Hendrix;Rock
1480;Are You Experienced?;Manic Depression;Jimi Hendrix;Rock
1481;Are You Experienced?;Red House;Jimi Hendrix;Rock
1482;Are You Experienced?;Can You See Me;Jimi Hendrix;Rock
1483;Are You Experienced?;Love Or Confusion;Jimi Hendrix;Rock
1484;Are You Experienced?;I Don't Live Today;Jimi Hendrix;Rock
1485;Are You Experienced?;May This Be Love;Jimi Hendrix;Rock
1486;Are You Experienced?;Fire;Jimi Hendrix;Rock
1487;Are You Experienced?;Third Stone From The Sun;Jimi Hendrix;Rock
1488;Are You Experienced?;Remember;Jimi Hendrix;Rock
1489;Are You Experienced?;Are You Experienced?;Jimi Hendrix;Rock
1490;Are You Experienced?;Hey Joe;Billy Roberts;Rock
1491;Are You Experienced?;Stone Free;Jimi Hendrix;Rock
1492;Are You Experienced?;Purple Haze;Jimi Hendrix;Rock
1493;Are You Experienced?;51st Anniversary;Jimi Hendrix;Rock
1494;Are You Experienced?;The Wind Cries Mary;Jimi Hendrix;Rock
1495;Are You Experienced?;Highway Chile;Jimi Hendrix;Rock
1496;Surfing with the Alien (Remastered);Surfing with the Alien;;Rock
1497;Surfing with the Alien (Remastered);Ice 9;;Rock
1498;Surfing with the Alien (Remastered);Crushing Day;;Rock
1499;Surfing with the Alien (Remastered);Always With Me, Always With You;;Rock
1500;Surfing with the Alien (Remastered);Satch Boogie;;Rock
1501;Surfing with the Alien (Remastered);Hill of the Skull;J. Satriani;Rock
1502;Surfing with the Alien (Remastered);Circles;;Rock
1503;Surfing with the Alien (Remastered);Lords of Karma;J. Satriani;Rock
1504;Surfing with the Alien (Remastered);Midnight;J. Satriani;Rock
1505;Surfing with the Alien (Remastered);Echo;J. Satriani;Rock
1562;Unplugged [Live];Comin' Home;Paul Stanley, Ace Frehley;Rock
1563;Unplugged [Live];Plaster Caster;Gene Simmons;Rock
1564;Unplugged [Live];Goin' Blind;Gene Simmons, Stephen Coronel;Rock
1565;Unplugged [Live];Do You Love Me;Paul Stanley, Bob Ezrin, Kim Fowley;Rock
1566;Unplugged [Live];Domino;Gene Simmons;Rock
1567;Unplugged [Live];Sure Know Something;Paul Stanley, Vincent Poncia;Rock
1568;Unplugged [Live];A World Without Heroes;Paul Stanley, Gene Simmons, Bob Ezrin, Lewis Reed;Rock
1569;Unplugged [Live];Rock Bottom;Paul Stanley, Ace Frehley;Rock
1570;Unplugged [Live];See You Tonight;Gene Simmons;Rock
1571;Unplugged [Live];I Still Love You;Paul Stanley;Rock
1572;Unplugged [Live];Every Time I Look At You;Paul Stanley, Vincent Cusano;Rock
1573;Unplugged [Live];2,000 Man;Mick Jagger, Keith Richard;Rock
1574;Unplugged [Live];Beth;Peter Criss, Stan Penridge, Bob Ezrin;Rock
1575;Unplugged [Live];Nothin' To Lose;Gene Simmons;Rock
1576;Unplugged [Live];Rock And Roll All Nite;Paul Stanley, Gene Simmons;Rock
1577;BBC Sessions [Disc 2] [Live];Immigrant Song;Robert Plant;Rock
1578;BBC Sessions [Disc 2] [Live];Heartbreaker;John Bonham/John Paul Jones/Robert Plant;Rock
1579;BBC Sessions [Disc 2] [Live];Since I've Been Loving You;John Paul Jones/Robert Plant;Rock
1580;BBC Sessions [Disc 2] [Live];Black Dog;John Paul Jones/Robert Plant;Rock
1581;BBC Sessions [Disc 2] [Live];Dazed And Confused;Jimmy Page/Led Zeppelin;Rock
1582;BBC Sessions [Disc 2] [Live];Stairway To Heaven;Robert Plant;Rock
1583;BBC Sessions [Disc 2] [Live];Going To California;Robert Plant;Rock
1584;BBC Sessions [Disc 2] [Live];That's The Way;Robert Plant;Rock
1585;BBC Sessions [Disc 2] [Live];Whole Lotta Love (Medley);Arthur Crudup/Bernard Besman/Bukka White/Doc Pomus/John Bonham/John Lee Hooker/John Paul Jones/Mort Shuman/Robert Plant/Willie Dixon;Rock
1586;BBC Sessions [Disc 2] [Live];Thank You;Robert Plant;Rock
1587;Coda;We're Gonna Groove;Ben E.King/James Bethea;Rock
1588;Coda;Poor Tom;Jimmy Page/Robert Plant;Rock
1589;Coda;I Can't Quit You Baby;Willie Dixon;Rock
1590;Coda;Walter's Walk;Jimmy Page, Robert Plant;Rock
1591;Coda;Ozone Baby;Jimmy Page, Robert Plant;Rock
1592;Coda;Darlene;Jimmy Page, Robert Plant, John Bonham, John Paul Jones;Rock
1593;Coda;Bonzo's Montreux;John Bonham;Rock
1594;Coda;Wearing And Tearing;Jimmy Page, Robert Plant;Rock
1595;Houses Of The Holy;The Song Remains The Same;Jimmy Page/Jimmy Page & Robert Plant/Robert Plant;Rock
1596;Houses Of The Holy;The Rain Song;Jimmy Page/Jimmy Page & Robert Plant/Robert Plant;Rock
1597;Houses Of The Holy;Over The Hills And Far Away;Jimmy Page/Jimmy Page & Robert Plant/Robert Plant;Rock
1598;Houses Of The Holy;The Crunge;John Bonham/John Paul Jones;Rock
1599;Houses Of The Holy;Dancing Days;Jimmy Page/Jimmy Page & Robert Plant/Robert Plant;Rock
1600;Houses Of The Holy;D'Yer Maker;John Bonham/John Paul Jones;Rock
1601;Houses Of The Holy;No Quarter;John Paul Jones;Rock
1602;Houses Of The Holy;The Ocean;John Bonham/John Paul Jones;Rock
1603;In Through The Out Door;In The Evening;Jimmy Page, Robert Plant & John Paul Jones;Rock
1604;In Through The Out Door;South Bound Saurez;John Paul Jones & Robert Plant;Rock
1605;In Through The Out Door;Fool In The Rain;Jimmy Page, Robert Plant & John Paul Jones;Rock
1606;In Through The Out Door;Hot Dog;Jimmy Page & Robert Plant;Rock
1607;In Through The Out Door;Carouselambra;John Paul Jones, Jimmy Page & Robert Plant;Rock
1608;In Through The Out Door;All My Love;Robert Plant & John Paul Jones;Rock
1609;In Through The Out Door;I'm Gonna Crawl;Jimmy Page, Robert Plant & John Paul Jones;Rock
1610;IV;Black Dog;Jimmy Page, Robert Plant, John Paul Jones;Rock
1611;IV;Rock & Roll;Jimmy Page, Robert Plant, John Paul Jones, John Bonham;Rock
1612;IV;The Battle Of Evermore;Jimmy Page, Robert Plant;Rock
1613;IV;Stairway To Heaven;Jimmy Page, Robert Plant;Rock
1614;IV;Misty Mountain Hop;Jimmy Page, Robert Plant, John Paul Jones;Rock
1615;IV;Four Sticks;Jimmy Page, Robert Plant;Rock
1616;IV;Going To California;Jimmy Page, Robert Plant;Rock
1617;IV;When The Levee Breaks;Jimmy Page, Robert Plant, John Paul Jones, John Bonham, Memphis Minnie;Rock
1618;Led Zeppelin I;Good Times Bad Times;Jimmy Page/John Bonham/John Paul Jones;Rock
1619;Led Zeppelin I;Babe I'm Gonna Leave You;Jimmy Page/Robert Plant;Rock
1620;Led Zeppelin I;You Shook Me;J. B. Lenoir/Willie Dixon;Rock
1621;Led Zeppelin I;Dazed and Confused;Jimmy Page;Rock
1622;Led Zeppelin I;Your Time Is Gonna Come;Jimmy Page/John Paul Jones;Rock
1623;Led Zeppelin I;Black Mountain Side;Jimmy Page;Rock
1624;Led Zeppelin I;Communication Breakdown;Jimmy Page/John Bonham/John Paul Jones;Rock
1625;Led Zeppelin I;I Can't Quit You Baby;Willie Dixon;Rock
1626;Led Zeppelin I;How Many More Times;Jimmy Page/John Bonham/John Paul Jones;Rock
1627;Led Zeppelin II;Whole Lotta Love;Jimmy Page, Robert Plant, John Paul Jones, John Bonham;Rock
1628;Led Zeppelin II;What Is And What Should Never Be;Jimmy Page, Robert Plant;Rock
1629;Led Zeppelin II;The Lemon Song;Jimmy Page, Robert Plant, John Paul Jones, John Bonham;Rock
1630;Led Zeppelin II;Thank You;Jimmy Page, Robert Plant;Rock
1631;Led Zeppelin II;Heartbreaker;Jimmy Page, Robert Plant, John Paul Jones, John Bonham;Rock
1632;Led Zeppelin II;Living Loving Maid (She's Just A Woman);Jimmy Page, Robert Plant;Rock
1633;Led Zeppelin II;Ramble On;Jimmy Page, Robert Plant;Rock
1634;Led Zeppelin II;Moby Dick;John Bonham, John Paul Jones, Jimmy Page;Rock
1635;Led Zeppelin II;Bring It On Home;Jimmy Page, Robert Plant;Rock
1636;Led Zeppelin III;Immigrant Song;Jimmy Page, Robert Plant;Rock
1637;Led Zeppelin III;Friends;Jimmy Page, Robert Plant;Rock
1638;Led Zeppelin III;Celebration Day;Jimmy Page, Robert Plant, John Paul Jones;Rock
1639;Led Zeppelin III;Since I've Been Loving You;Jimmy Page, Robert Plant, John Paul Jones;Rock
1640;Led Zeppelin III;Out On The Tiles;Jimmy Page, Robert Plant, John Bonham;Rock
1641;Led Zeppelin III;Gallows Pole;Traditional;Rock
1642;Led Zeppelin III;Tangerine;Jimmy Page;Rock
1643;Led Zeppelin III;That's The Way;Jimmy Page, Robert Plant;Rock
1644;Led Zeppelin III;Bron-Y-Aur Stomp;Jimmy Page, Robert Plant, John Paul Jones;Rock
1645;Led Zeppelin III;Hats Off To (Roy) Harper;Traditional;Rock
1646;Physical Graffiti [Disc 2];In The Light;John Paul Jones/Robert Plant;Rock
1647;Physical Graffiti [Disc 2];Bron-Yr-Aur;Jimmy Page;Rock
1648;Physical Graffiti [Disc 2];Down By The Seaside;Robert Plant;Rock
1649;Physical Graffiti [Disc 2];Ten Years Gone;Robert Plant;Rock
1650;Physical Graffiti [Disc 2];Night Flight;John Paul Jones/Robert Plant;Rock
1651;Physical Graffiti [Disc 2];The Wanton Song;Robert Plant;Rock
1652;Physical Graffiti [Disc 2];Boogie With Stu;Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant;Rock
1653;Physical Graffiti [Disc 2];Black Country Woman;Robert Plant;Rock
1654;Physical Graffiti [Disc 2];Sick Again;Robert Plant;Rock
1655;Presence;Achilles Last Stand;Jimmy Page/Robert Plant;Rock
1656;Presence;For Your Life;Jimmy Page/Robert Plant;Rock
1657;Presence;Royal Orleans;John Bonham/John Paul Jones;Rock
1658;Presence;Nobody's Fault But Mine;Jimmy Page/Robert Plant;Rock
1659;Presence;Candy Store Rock;Jimmy Page/Robert Plant;Rock
1660;Presence;Hots On For Nowhere;Jimmy Page/Robert Plant;Rock
1661;Presence;Tea For One;Jimmy Page/Robert Plant;Rock
1662;The Song Remains The Same (Disc 1);Rock & Roll;John Bonham/John Paul Jones/Robert Plant;Rock
1663;The Song Remains The Same (Disc 1);Celebration Day;John Paul Jones/Robert Plant;Rock
1664;The Song Remains The Same (Disc 1);The Song Remains The Same;Robert Plant;Rock
1665;The Song Remains The Same (Disc 1);Rain Song;Robert Plant;Rock
1666;The Song Remains The Same (Disc 1);Dazed And Confused;Jimmy Page;Rock
1667;The Song Remains The Same (Disc 2);No Quarter;John Paul Jones/Robert Plant;Rock
1668;The Song Remains The Same (Disc 2);Stairway To Heaven;Robert Plant;Rock
1669;The Song Remains The Same (Disc 2);Moby Dick;John Bonham/John Paul Jones;Rock
1670;The Song Remains The Same (Disc 2);Whole Lotta Love;John Bonham/John Paul Jones/Robert Plant/Willie Dixon;Rock
1702;Greatest Hits;Are You Gonna Go My Way;Craig Ross/Lenny Kravitz;Rock
1703;Greatest Hits;Fly Away;Lenny Kravitz;Rock
1704;Greatest Hits;Rock And Roll Is Dead;Lenny Kravitz;Rock
1705;Greatest Hits;Again;Lenny Kravitz;Rock
1706;Greatest Hits;It Aint Over Til Its Over;Lenny Kravitz;Rock
1707;Greatest Hits;Can't Get You Off My Mind;Lenny Kravitz;Rock
1708;Greatest Hits;Mr. Cab Driver;Lenny Kravitz;Rock
